Message,Being
I have never considered myself Democratic or a Republican..... But Democratic's have shown me without a doubt I’m a Republican Trump2020 🇺🇸 Edit: thank you all so much it feels so good to say how I feel and not be attacked!!!!! I have tears and happy tears!!!!The car belongs to our friend and the flag came off my husbands grandfathers casket who served in the Korean War 🇺🇸🇺🇸🇺🇸 And this was July the 4th 2020 I’m at the top left between my husband and my son-in-law holding the flag who is also A Police 🚔 Officer I also support the men and women in Blue!!!!!!,1
"I've voted back and forth, all depending on if I believe what they say. Yes I voted obama the first go round, I honestly believed he would make a great and wonderful change, he is make a change, wasnt great and certainly not wonderful, his second term I did not vote for him. 2016 choice between trump and hillary I took the lesser of two evils and have thanked god ever since. I want my country back, I want peace back. I will be voting trump again, knowing that it wont immediately bring peace back, but knowing that ny voting trump it will help to point us in the right direction.",1
"I've never been interested in politics until Trump ran in 2016. I'm a registered democrat but could not vote for Hilary Clinton. I live in a blue state so I knew my vote for Trump didn't matter, but after a quick prayer asking to choose the better candidate, I voted for Trump. I actually cried when I left the voting booth. It really wasn't until the Kavanaugh fiasco & Christine Blaze Ford surfaced from the underground had I paid more attention to the behavior and actions of the democratic party. The behavior from the left at this time was appalling: yelling at members of congress in restaurants, standing outside their homes in groups in the middle of the night, cornering congressmen in the elevators and breaking into an office to steal private information including addresses of those in the republican committees were just a few examples. I had seen enough to know exactly what was going on. Sooner or later, common sense kicks in & you realize you are being played by the democrats. Even the #Metoo movement was in full force, never to be seen with Joe Biden's latest allegation. Hypocrisy in full force. Then there was the whole Russia collusion, Ukraine Collusion and the Impeachment process. I followed all of it! Me! The democrats have worked tirelessly to divide this great county and have been willing to pull out all the tricks to persuade people that our president is evil. Honestly, Donald Trump has his weaknesses and faults but what I have witnessed with my own eyes coming from the democrats is far more evil than the actions of Trump & his administration. I've watched CNN & MSNBC news and have felt only anxiousness and depression from those media outlets then turned to FOX news and felt more uplifting, more hopeful, more energetic. More informed. I now view the news through a whole new lens. I can honestly see why people hate our president after watching CNN and MSNBC. They treat him like he is SATAN. I myself have heard with my own ears how the left had twisted Trump's words on their outlets. ""Wait, he didn't say it that way!"" I've followed the Trump administration's accomplishments, policies and other changes made and honestly, my policies and morals align more with the republican side. I don't even recognize the left any longer. The chaos on the streets and lawlessness in some of these democratic run cities is enough to turn your stomach. How can anyone approve of this behavior? It's blatantly obvious that the democrats don't even want to acknowledge it. How can anyone vote for defunding the police? How can anyone not make the safety of this country and the citizens living in it a priority? Didn't these members of congress take an oath to keep their citizens safe? I voted for Trump in 2016 but I really walked away in 2018. If it were not for Trump, I would still have my head in the sand & remain clueless about the corruption that lies within the democratic party. I will continue to vote Republican no matter if my vote makes a difference or not. Praying for peace, our country, and our republican party.",0
I just joined and this is the first time I am voting this year. I am voting straight republican! And I just joined to empower everyone on here! I absolutely love everyone's story here. Amazing on the turn around. I would love to share some stories on here as I have friends that just vote democrat because of skin color or how they were raised without knowing anything about the party. My parents are republican but I never understood anything. So I'm on here to be empowered and give empower to everyone on here. God bless each of y'all! 🇺🇸♥️💪,NA
"True story.. I remember back in '03 when I was still in elementary school at Fort Riley Elementary in Fort Riley KS.. asking my teacher who the man in the picture was that was hung in front of our classroom above the classroom clock. It was George w Bush and my teacher told me that the #Republican party were evil and not for me.. She said, I should always vote #Democrat since we're not rich and voting Rebpulican only helps the rich. I've always been a democrat with no solid reason since then and cheered when Barack Obama became our president. I had no solid reason nor did I know anything about politics but yet I chose to be a Democrat. I believe this happened because I was told what to believe and who to side with from adolescence. Fast forward to now, where I'm 27 and doing well for myself.. I will never vote blue ever again.. Nobody is perfect but I believe Donald Trump is the best president we've had in a while. You can nit pick about all the things this man has done wrong sure... but before you put him in a pedestal of judgement, put Obama in the same pedastal. I'm always going to stand up for what's right and this whole #trumpsyndrome that the Democrats have for Donald Trump is childish and wrong. The William barr hearing was a total joke.. The man never got to answer their close ended question! ""Will you continue to beat your wife? Yes or No?"" ""Well, I never.."" ""I""M RECLAIMING MY TIME, ANSWER YES OR NO"" Go Mr. President Donald Trump . I support you as an Asian American immogrant! You are a real warrior going through what you are going through and still persistently fighting the ""mob"". #MAGA2020 I really don't want to argue on here on comments. If you feel like I said anything to the point where you can't be friends with me, then go ahead and delete me. I've been ok with left leaning people posting political posts and if I can't do the same without you getting angry and heated, then I'm ok with us not being friends.",1
"I have been in this group for a couple months. I am a #WalkAway. I joined this group because that's just what I did. Some time in the past couple months I realised just how hateful the democratic party really is-the things they condon will ruin this country. I grew up with republican parents. My dad had a strict work ethic he instilled in his children. He also believed the man works hard to provide for his family. So when I ended up in a very abusive relationship he told me to stay in it because my husband loved worked really hard and took care of me, but in reality he spent all his money on drugs. This attitude caused me to believe that the Republican party was evil-consumed with money and not caring for the little guy. Without the help of my family, it took awhile to get out of that abusive relationship and when I did I ended up in the welfare system and in low income housing. I had 3 children and no work experience or childcare. The money from welfare was not enough to take care of my family. Often times we went hungry. Many times the electricity would be shut off for nonpayment. My son only had 2 pairs of pants and if his shoes fell apart in the middle of the month, they got duct taped. I always voted Democrat thinking they were the ones who would change all that, while the Republicans would take away what little I had . Eventually I got tired of the situation. It was no way to raise a family. I still couldn't secure a job so I went to college and got a degree in liberal arts. With that degree, I secured a well paying job working for the welfare office! But again, I was in a job that was dependent on democratic ideas. So I spent the next 15 years voting democrat. It wasn't until the government shut down that I started opening my eyes to what democrats were really about. All the crazy things they do for power. The rioting put me over the top. No longer can I support a party that condones such behavior. I recognise the work ethic my republican father had instilled in me and in that hard work is the road to success. I don't care that my job depends on democratic ideas anymore. If they want to tear down the welfare system, so be it. I can not condone the actions of the Democratic party, they all need to be taken out of office and make way for a new system of government. I walk away. Due to my job being so democratticaly inclined, I can not be out spoken in my views. Nor with my bi-racial family who support BLM. I am the silent magority. Come November, hear me roar!",0
"I think this page leans more towards walking away from democrat. Though I have some democrat tendencies, up until 2016 I had always been a registered Independent. Was really not one for politics. I voted independent for the very reason to tell politicians they couldn't sway me and or involve me. And I had always been very neutral about things -- maybe moderately hanging right or moderately hanging left on somethings. And no president personally affected me until Obama. For years and years I scrambled to make 17-19k a year. I could be comfortable, but it was literally check to check. But I was okay with it. Then the individual mandate came. Now, during holiday times, a lot of my work shut down for 3 weeks and I would recoup losses with my measly 500-600 return. Of course making what I did, health insurance was out of the question. So one year I got like 200 back and it put me in a world of hell. I lost 32lbs from from lack of money for food and necessities. My tax preparer explained that there was a new fine on your tax return for not being able to afford health insurance. I was like, that's ass backwards. Why? Who did that? And then... Down the rabbit hole I went. Obama. Only president to attack my actual well being and survival. I was so against this that I said, okay, you have my attention and now you have a vote against you. This force into politics has changed me Republican until there is substantial proof Democrats go moderate again. And then I may be back to Independent. Not sure if this story counts, but I did change parties for the betterment of Americans.",1
"Peace be upon you all. I'm an American-born Muslim; my maternal grandmother was a Cherokee. I walk with. I've always been conservative; most Muslims are by nature. However, most Muslims in the USA have been herded into the liberal camp, largely because they felt betrayed after voting for the NWO Bush family. The Democrats only pretend to embrace the Muslim community. But Obama actually dropped way more bombs on Muslim women and children than either Bush did. And the liberals don't actually respect our traditional gender roles, modesty, or family values; they merely want our votes and obedience. Snakes like Ilhan Omar claim to represent the Muslim community, but they are total imposters. Ilhan isn't qualified to represent Muslims, or the American people. I'm sure many of you reading this don't have good feelings about Muslims, or Islam. But I understand your feelings and concerns. There is, for lack of better words, a satanic cult of hypocrites masquerading as Muslims. But I assure you that they also masquerade as Christians and Jews too. Many of you Christians may be surprised to learn that Muslims actually do believe that Jesus Christ is the Messiah, and we believe he will return to this world in the flesh. You're all welcome to probe me with all the tough questions about Islam that you can possibly think of. I feel much more at ease in the presence of conservative and Christian America, than I do in the presence of godless liberal America. I love America, I love the God of Abraham and Jesus Christ, and pray for President Trump to be divinely guided.",1
"Thanks for recommending me to this group Mecinda! I scanned through and read other testimonials and it inspired me to sit and think about how far I've actually came in educating myself. I would say I started out as more of a ""follower"", I listened and believed the main stream media and Hollywood elites, but I had never voted. It was about 7 years into George Bushs term that I feel I ""woke up"". I had just moved to a new state, had newborn twin boys. I hardly knew anyone and stayed home a lot. I started watching the Glenn Beck show on Fox. That man woke ME UP, he was fearless in a time where we didn't have that at the time and he would give you the history and facts for you to form your own opinion, He'd always tell you to please go check this for yourself, to not go off his words. Ive come so far in my own opinions that I don't always agree with him now 😆 but he trailed the way for the Candace Owens, Ben Shapiro, Crowder, Milo's of today! I'm loving seeing my loved ones walk this walk WITH me finally! My biggest thing is, speak UP and facts over feelings always wins! #lookbehindthecurtaindorothy 💜💜",0
"I literally felt like crying reading everyone’s stories today.. the bravery, honesty and patriotism PROFOUNDLY touched my heart.. I am a #walkwith but consider myself part of the “silent majority” My husbands family came from Cuba.. and he is bit a more outspoken than me. I love this country and cry when I hear Lee Greenwood’s song “God Bless The USA”... every.single.time. I have found everyone’s COURAGE here inspiring. I recently told my husband that I didn’t want to put a Trump sign in the yard or in my car because I fear for my safety- our family’s safety. It’s s sad day when you are afraid to show your support out of fear of physical harm and retaliation! I believe I’m finding the encouragement here to find my voice ... ALL of you that have changed your mindset are to be honored... Changing your whole perception is difficult and life changing! I am blessed to have been taught by a family to honor our country and be respectful of all people... I am a moderate when it comes to social issues (even a little left-sided) ... but I’m a fiscal conservative and believer in the constitution! For those people with a louder voice than some of us..know us quiet ones will still have your back ❤️",NA
I was raised a democrat and for years I was so stupid. I voted for Trump and will do do again. The democrat party has turned into nothing but a hate group nothing short of them being called the communist party. How can anyone be so filled with so much hate I’ll never figure that one out. I hope more people will see the light soon.,NA
"Thanks for accepting me into the group! As for me I’ve always been conservative, although I’ll admit that I haven’t always liked some of the candidates I’ve had to vote for. As my mother would say I wasn’t so much voting FOR a candidate as I was voting AGAINST the other. In 2016 it was pretty much the same story. I wasn’t real excited to vote for Trump. After all he is and always has been a pretty polarizing character. However in this past four years he has accomplished so very incredible changes, often without the support of many, if not in some cases most, of the members of his own party! I truly believe he has this nations best interests at heart. I’ll have no problem walking into the polling place, showing my ID, and voting for him this time! I very much believe this may be the most important election of my lifetime. It is so hard to believe just how far the radical left, with their newspeak media and social media outlets, are willing to go to steel this election. To all of you #WalkAway’s in this group I would just like to say that I truly admire your courage! As for myself, I would never expect anyone to change ALL of their views on the issues that face us today just to be a part of a group like this or a political party. The only views I would hope anyone would want to change would be those that they have discovered are based on false information. Unfortunately the left has really become quite the propaganda machine. To everyone here, may God bless you and don’t forget to vote!!!",1
"I’ve been a Patriot to this country my whole life. More so when my brother enlisted in the Marine Corp at 18 years old to fight in Iraq. One of the first things he ever said to me when I was able to talk to him the first time was this. “Turn off the news. We’re doing great things here they aren’t showing you, sure there’s terrible fighting but most of our work is humanitarian. We are building orphanages, making friends. These people don’t want this life anymore than we do” At the time we had our TV’s on 24/7, on a loop. My eyes were opened in 2004 during that call. He said “We are just chess pieces in a very big game where only the evil win” I couldn’t accept that. So because of research and the love I have for my country I started to learn. To research. To see what’s really going on. I’m a WalkWith because I know the WalkAways need support and we are here for them....the surface media, agenda etc. has corrupted our Great Country long enough! It’s refreshing to see our Country ALIVE again! Love you all 🇺🇸❤️🤍💙🇺🇸 Edit: I forgot to mention the most important thing! These pics are from a recent trip the President made to our small town in Marinette, WI where he helped secure a naval contract to our shipyard that will allow more than 1000 jobs to the area. I’m a business owner and the Presidential Motorcade drove right past our shop front. Very proud to be able to say I was part of this. President Trump is the only acting President in history to visit our tiny town 🇺🇸",1
"I was just called a racist about five minutes ago. So here’s a post from my personal page that I wrote recently because I “came out” as a conservative. “YOU’RE RACIST THEN!” -No, honey. That’s not how any of this works. I am half Japanese. I am European & have Indigenous roots. My child is Hispanic (Mexican & Central American), Asian, White..... I am damn proud of that collective heritage. “GO BACK TO MEXICO THEN!! YOUR LAST NAME IS GUTIERREZ!” -I’m not Hispanic by blood (married to a Gutierrez), but hey I’d love to be back in Baja right now. Fish tacos & off-shore winds, anyone?! “YOU HAVE NO RIGHT TO SAY ANYTHING BECAUSE YOU ARE THE DEFINITION OF WHITE PRIVILEGE!” -White privilege? Me? I come from a Japanese mother who came to the United States as a missionary with ZERO DOLLARS to her name. My American father worked his ass off for every penny in his name. ZERO INHERITANCE and ZERO PRIVILEGES because of his skin color. He worked harder and continues to work harder than all of you whiny assess combined. I work for what I have. Try weaning yourself off of endless unemployment checks and start working. If you put half the amount of effort into building a future for yourself instead of whining, maybe you could take a look at yourself & be proud of what you’re doing with your own life... Try again. #WalkAwayCampaign🇺🇸",1
"I’ve been apart of this group and never shared my story . I’m 59 and was raised in a Democrat family . Thinking it was blue collared working party . So I did vote for Obama, thinking he would change things . I was right he sure did . He divided us , he chose what he thought was more important to address and putting targets on our police officers backs . Bad people do bad things and of course I know that but his sneaky underlying agendas WOKE me to pay attention. Now you have seen the events that have taken place were put in place by this man . The Democratic Party never expected Our President to win . So the story keeps unfolding . I’m so happy and tell many about this group because I feel as though I’m not alone here . Thank you and Trump 2020",0
Thankful as an American to walk with all of you patriots. It gives me hope for our nation. It is scary right now and as a almost 67 year old Grandmother I worry about the future for my grandchildren. I hope and pray we never become a socialist nation. If that day comes we are doomed. God bless all of you and Brandon keep up the good work. It gives this Grandmother hope. 🙏🇺🇸,NA
My husband and I were both raised Democrat and we are walking away because the Democrats are destroying this great country!,NA
Here’s my story my dad and cousin served in Vietnam my parents were lifelong democrats and I followed in my parents footsteps it was very different then I am a U.S.Army Veteran I proudly served my country since 2008 I have seen our country being attacked by various groups and recently two in particular that are nothing more than terrorist I voted for Trump in 2016 I watch him be attacked for the last four years and continued to move forward and brought jobs back to America and got rid of Nafta that disastrous trade agreement that detroyed American jobs he just signed a new trade agreement with Mexico and Canada that enhances jobs here he has been great for America Democrats hate him because he wants to drain the swamp and hopefully that will happen this year I proudly changed my party affiliation this year to republican my family was always conservative and I am proud to be a new member of #WalkAwayCampaign,0
"I was born In the Philippines and moved to California at the age of 3z I only knew how to be a democrat and didn’t know better. Obama screwed with my healthcare. He promised I could keep seeing the same doctor. But that was a lie. Furthermore, the quality of my shoes started going to shit that’s when I found out that it was because he started shipping jobs overseas. I hated him. But I didn’t like the republicans Either because how they were portrayed by the media. When Trump ran for office I had to do my own research. And after listening to him speak. I realized I have the same core values as he does. I became a US citizen 3 years ago. And I’m so proud and grateful to live in this country. This year I will vote for Trump. #KAG love from Vegas.",0
"Omg...its about time...i was getting my mind ready to start something similar but glad I found this group. There are so many people out there that feel the same way but need to get a bit more organized into one group. There are some older people who are so upset by whats going on that they can't even talk about it. When I first saw everything going on with all these changes over the years I couldnt believe my ears...and to think I voted Obama because I thought he stood for something great for my child.. she is mix. It shouldn't matter what color you are as long as the government works for all. Im 53 and when I realized the full scope of what was going on I was disheartened, disappointed and trautmatized. I literally was crying every day for the hurt everyone is putting themselves through needlessly...its time to stop the madness...and get with a program that works for all. No more bullying, hatefulness, and endless rioting. Protesting is one thing rioting is different and ppl need to learn the difference..",0
"There is something MAGICAL about this movement! Thousands of people from every walk of life. Every color, race, creed, Self-defined entity in terms of gender/suxuality. All ages, all socio-economic backgrounds. Waking up. Understanding the lies we have been told by Democrats, liberals, SJW’s. NONE of which is true. None of which divides us. Want to see TRUE diversity and inclusion? HERE it is. Right in front of your very eyes! And the magic continues: with these thousands of walkaways testifying that only conservatism and some sort of America first patriotic approach for ALL Americans, again, regardless of background and self-identification, will bring us forward as a whole and as one. All your uplifting, positive and heartwarming testimonials must be a a stab in the flesh of a the haters out there. America, in all its diverse magnificence, first. And EVERYBODY is welcome to be part of it. The greatest mass awakening in the history of mankind. You ALL make me HAPPY and PROUD!! Please let it be 11/3 now......",NA
"#WalkWith!! I have voted Republican since my mid 20's. I only became more vocal in my political views over 4 years ago. I could see how our Country was deteriorating under Obama. I was so glad to get on the Trump Train!!🇺🇲🇺🇸 I love that he is not a Politician, but a true American, and for the American people. It is so sad to see such chaos, destruction happening with the left's agenda. Liberalism is the disease, the Virus!! I'm a proud American, not afraid to speak and I'm not afraid to die for our Country. Keep America Great!! God Bless All🇺🇲🇺🇲🙏🙏",1
"hi i grew up in a mixed household dad republican mom dem, i had to keep my mothers secret from my dad lol ive always been republican/independent but alot of people i know are democrats and to me their out of their minds but theres no convincing them of anything so it will have to come down to voting, i havent lost any freinds yet but there will be no political talk or i may. ive done my research on Biden and its to much to go into but i was flabbergasted right now im having a dilemma with my young granddaughter, tik toc is God to her shes called me a racist, follows Blm and we argue alot about the violence that she seems to think is warranted. i want her to form her own ideas , be a leader not following the younger whacked out generation on tik toc, its worse because schools out but shes only 13!! we were driving home the other day and she saw a policeman that pulled someone over, she started saying hateful things about the cop, i was whoa! thats it i let her have it, verbally of course. these websites are changing our children, they show no respect, have tunnel vison in terms of whatevers said on tik toc as truth, the bottom line is they hate Trump but to young to really understand whats going on just listening to the left! anyway shes a kid and i pray grows out of it all ,i will continue to throw my 2 cents her way when ever possible, wish me luck😳",NA
I have loved this group and reading all the stories. I love the diversity of the group. I have been hesitant to tell my story fearing I could not find the right words. I grew up in a Democrat family. My mom is still a strong liberal Democrat. My dad was a US Steel Worker and went on strike in the 80’s. They ended up closing the Texas Steel Mill and he lost his job and retirement. He blamed Reagan and I believed him. I voted Straight Ticket Democrat from age 18 -41. I talked to people in my worldly travels and learned that our country was moving in the wrong direction. Hearing an Aunt I visited while in Germany talk about her childhood under Hitler woke me up. She told me that they did not have the freedom of speech in their own homes among their family members in private. They feared Hitler would learn what they talked about. They lived in fear. I choose not to elect anyone who will support that mentality. I voted against Obama and now vote straight ticket Republican. I should have never trusted the Democratic Party. I have walked away from the Democrat party!!!! 🇺🇸🇺🇸🇺🇸,0
"Walked away 12 years ago. Tired of all the lies. TRUMP 2020 Wow is all I can say, this group is simply amazing. All day I’ve been reading true patriot stories of Americans paths. I’ve loved each one to. My family was also Democrats born and bread. My great uncle was in a car accident when he was an infant and at 70 years old it gave him the mentality of a eight year old. We use to go on walks and he’d look at a house and so their Republican. I told him uncle you can say that shows bias’s. He has since passed on. I’ve got to say I have never regret my choice to become a Republican. You all give me hope that our great nation is not lost. Thank you for the inspiration and the invitation to Keep America Great.",0
"Sorry about the bad lighting my screen protector is a little cracked. But I hope you guys like the story it was very hard for me to finally work up the courage to post this because, I’m really shy and I’m afraid people won’t like something that I post. But I’m starting to get better about that.￼",NA
"I was born and raised in Jersey City......Democrat run.....Democrat family......After I got married and started having kids, I moved away from Jersey City for better schools and better neighborhood for my children......I went to college and was able to get my degree in education.......So, as I got older, wiser, and more educated, I left the Democratic Party and became an independent.......Then, Obama became president.....I hated his polices and started voting straight RED because the Democrats were going left......In November, I will be voting straight RED to Remove Every Democrat.....re-elect Donald Trump and stop the insanity that is going on in MY country.",0
"#WalkAway I grew up fighting against everything my Republican supporting father said. I believed in all the lies that the media spun. I was young and impressionable. I couldn't stand the sound or look of Trump. Until my husband put on one of his speeches. It was then, that I heard for myself that his words were taken out of context and spun to fit the Democratic narrative. I started researching. The more I dug up, the more I saw the lies and the truths!! Never stop questioning!",0
Raised Democrat and walking away because I’m tired of the party wasting time and taxpayer money doing everything they can to go against our President instead of doing their jobs and working with the President!,0
Probably not too exciting here. I am a #walkwith. 44 and the first time I voted was 2016. I voted for Trump and so very glad I did. Cannot wait to stand in line for 2020 election. We live in a small town in Colorado and Polis is almost chasing us out of here. I thought we would be safe here. Let's see how the next few years go. Anyways I will vote all Republican and I am praying that what I see on this page is the true majority of America. I am scared but I will stand strong. This is my newest purchase.,1
53yo from Philadelphia - the Democratic Party has been hijacked by the radical left. I admit when I voted for Trump in the last election I was scared that I would regret my choice. However I could not in good conscience vote for that criminal HRC. I have never regretted my vote for DJT for a second. I stand even firmer in my choice to vote DJT in for a second term come November. The radical left is on a quest to destroy America. DRAIN THE SWAMP. If Biden wins our future will be bleak. #MAGA #Trump2020 ❤️🙏🏼✝️🇺🇸,NA
"I'm 47 and I am a #walkaway. The first time I decided to vote I registered as a Democrat and voted for Al Gore. I voted straight Democrat from that time forward believing they were the party that cared about the people. Even though I voted for Obama, my mind began to change after the Ferguson shooting and President Obama used that as a way to completely divide the nation instead of showing support for unity. One day I stumbled across the Ben Shapiro Show podcast and I started doing my homework. It's evident that Democrats run the big cities and they are failing miserably with homelessness, high crime, terrible schools, high taxes and expensive housing and they would like to do this for the whole country. I registered as an Independent in 2016. I didn't vote for Hillary because of her corruption. Not sure about Trump yet, I didn't vote for him either. Since he has been President it is evident that he really cares about America's success and that means we all succeed. It is disgusting the way the Democrats are trying to destroy our country for no other reason than pure Trump hatred. For that reason alone I will vote Trump 2020. I will not support a party that thinks rioting, looting, burning down businesses, injuring and killing people is ok.",0
"**Please do not share** Ok Thank you for accepting me. I have never ever voted before. In 2016, I was glad that Trump won, because he was the “lesser of two evils”. Now, after seeing what he has done for our country in what time he has had, you best believe I will be casting, my first ever vote, Republican, this year.",NA
"What is it going to take to get American Jews to understand the democratic party is looking to hang you out to dry !!! The biden canidency is all but a ruse as he does not have the mental capacity to fulfill the requirements of the office ! In the wings are all of the AntiJew, Anti Israel elements waiting for their turn to destroy Jews and Israel. You have the total connection of c a i r with blm and antifa chomping at the bit to start eliminating Jews from this country. Look at europe and understand what is in store for American Jews !!! What is it going to take for American Jews to act before the gas chambers open for production in this country. You are all sitting on a powder keg ready to explode and you do not event want to see it let alone be able to understand the issues. It is time to act, right now and understand why a vote for Trump is your only option !!! If you vote for biden, you should just bend over and kiss your ass good-bye as your life in this country will mean nothing. There are 5 Million Jews in the US and each any every one of you needs to vote for TRUMP in November. If you have not learned from history,,, You will die and your whole family may die with you !!! After eliminating Jews from the US, next move is to destroy Israel !!!! By voting for biden you are setting All Jews up for disaster. One of the most charished aspects of Judaism is the celebration of life !!! L'Chaim is what we say,, To Life !!!!! This is a fundamental thought of our being because HaShem B""H feels it is that important!!!! Do not throw away your life and the life of your family because you are too lazy or stupid to understand the ramifications of a Trump loss, in November !!!!!! As A Jew I besiege you to take time and look at the extreme Antisemitism and Jew Hatred coming out of the biden/democratic platform !! Take action to stop this hatred by voting for Trump as the alternative is Antisemitism, Jewish Hatred and Global elimination of Jews !!! Do not vote democratic in November and save a Jewish life !!!!! L'Chaim.",NA
"I was raised in upstate NY, and had always admired JFK. Being in a predominantly Democratic environment was normal, and had not realized that I had sided with the Republican principals since I was a teenager. In the late 80s I was shunned and scolded by my very Democratic Aunt, when I had mentioned that I really enjoyed listening to Rush Limbaugh's late night talk show. It was quite hurtful the way she presented her very ugly opinion. In my juvanile ignorance I really did not understand her hatred for the man. My relationship with her was forever soured. 1992 I didn't vote, but I was routing for Clinton. 2000 I voted for Gore. There was just something evil about Bush that didn't sit right with me...to my surprise, my wierd intuition was proven correct in 2014. I didnt vote again until 2016. Fast forward 2014, still holding a Democrat affiliation; stumbled upon some video documentaries on youtube while killing my boredom, stationed in Germany. The wrecking havoc of emotional torment that raced through my body was worse than what a person feels when they find out thier spouse has cheated. I was floored, pissed off and devastated. I chose at that point, I was no longer going to push for promotion or retirement from the military. I did my time honorably and was released 2015. I returned home to my confused Democratic mother, and very Conservative step father, to re-establish my new civilian life. When Trump announced his running, I was whooting and hollering like a touchdown was made, I didnt care what party he was running under. I'll never forget the look on my moms face, (a little shocked, but inquisitive) and the toothy smile on my step dads face when I answered her tactful question... ""Really? You think he has what it takes?"" My response: ""He's perfect! He can't be bought."" ...fast forward 2018, my very liberal sister snarked a question: ""Since when did mom turn into a Trump loving conservative?""...my response: ""When she became out numbered."" ...Our relationship has never been the same...blood may be thicker than water; but I'm not a hungry vampire.",
"Cheers Brandon!!! Since joining this wonderful family of concerned and patriotic Americans I've enjoyed hundreds of testimonials on the various symptoms of the DEM-20 virus. This won't measure up to their spectacular stories. I grew up in the era of 'Leave It To Beaver' and moved yearly to new states. I attended 17 different schools before I failed to graduate from high school. My mother was a proud server back when it was called ""waitress"" and worked at the most prestigious restaurants. She was a hard-working prosperous democrat, with an 8th grade education fearless and compassionate. While married, she raised three respectful and intelligent young boys pretty much alone. [Well, two out of three ain't bad!] When we moved to Anniston, AL I was stunned to see Democrat racism up close and personal. I'd heard the N-word (rarely) before, but to my shock, in mid-60's Alabama, it was a frequent pronoun. Fortunately, we left that in the rear view of our worn '58 Olds Vista Cruiser. I don't know if my step-father had a political affiliation. He was always just lurking in the background poised like a hungry dingo. But, I prospered under my Democrat mom and grew into a faithful follower of Brother John Kennedy. Thanks to the GI bill, I finally graduated from high school when I was a senior in college. I was SO very lucky to be able to do that as it changed my life forever. I reject anyone's thanks for my service because I'm forever indebted to my country and the U.S. Army; a debt I will never be able to fully repay. College also allowed me to escape at least part of the circus that was the Carter administration. As a husband, a father, and an entrepreneur) I continued to spread the liberal virus faithfully. My dogs were democrats. My talking African Gray Parrot, named ""Smokey"" even had a few choice words for those who dared use the word ""Republican"" within earshot. By the end of the Carter administration my 17-5/8% mortgage, both double-digit unemployment and inflation had me somewhat disenchanted with the Democrats and the Iran hostage fiasco. The 5-year delay between HS and college gifted me with a more global vision. I saw the hideous hand of two communist countries at war with their own people. Vietnam and Korea were radically different countries and cultures, but they shared a common enemy. One prevailed with our help and the other failed when our political resolve dissipated. I watched in sorrow at the disparity that soon emerged between the two Asian countries. So I bit my tongue and crossed my fingers when Ray-Gun Ronnie was elected. (It's hard to shake a stage-4 Democrat virus.) I'm ashamed to say I never voted for the man that would (arguably) become the greatest president in my lifetime (45 has a real shot). Listening to the news for the next 8 years was hard on my beloved bird, Smokey. Sometimes I wonder if that's why he flew out the door one day and never returned. I was able to get back on the Democrat mule with Clinton. That silver-tongue and charisma was a thing of beauty in the early years. After his second inaugural speech I opened a bottle of wine and sat down with a smile. My wife sat down beside me, and asked, ""What did he say?"" I Formulated my thoughts as I poured her a glass... and said, ""He talked about... you know, big things, making a real difference, our rich texture, and thriving economies, and... and... You know what? He said bupkis!"" The next morning I read his speech in the NYT. I was right. Absent charisma, it was a hollow fog-horn in the distance. I had placed my precious vote directly into the shredder. Suddenly casting about, un-moored, I felt like Tom Hanks frantically searching for the soccer ball he called, 'Wilson'. The Kennedy Democrats were long gone. Reagan had actually brought down the Berlin wall by punking the Ruskies with that ""Star Wars"" rope-a-dope, and I got a new mortgage at 6.25%. But... but... the GOP were rich people not my people! Right? It was hard to argue with my paycheck. I'll avoid going off in or on the Bushes, except to say, I watched live 9/11 in absolute horror. Apparently even W has forgotten that infamous day. I will NEVER forget it. I will also never forget the assassinations of both Kennedys and MLK, and the day in April, 1974 when the last Americans left Vietnam, airlifted in panic mode, while leaving hundreds of thousands of Vietnamese to be murdered by their own government... those days are etched in my brain like tombstones on Boothill. Fast forward to 2008. FINALLY! A Democrat I can get behind. His inexperience was lacking, but Obama exuded the Clinton charm (that should have set off the klaxons). Within 90 days of his inaugural speech (dubiously Clinton-ish), I knew I had made a horrible mistake. He was denigrating MY country all over the world! He was airing not only our dirty laundry in foreign countries, but right at home in 'the People's House'! Damn! Another precious vote shredded. ""Wilson? WILSON!!!"" Where the hell is Wilson (truncated)",
